date,sectors
2014-08-01,"THEME|Healthcare Providers, THEME|Gold & Precious Metals Miners, THEME|Energy Producers"
2014-08-08,"THEME|Biotech, THEME|Gold & Precious Metals Miners, THEME|Healthcare Providers"
2014-08-15,"THEME|Biotech, THEME|Gold & Precious Metals Miners, THEME|Healthcare Providers"
2014-08-22,"THEME|Biotech, THEME|Semiconductors, THEME|Healthcare Providers"
2014-08-29,"THEME|Biotech, THEME|Healthcare Providers, THEME|Semiconductors"
2014-09-05,"THEME|Healthcare Providers, THEME|Biotech, THEME|Semiconductors"
2014-09-12,"THEME|Healthcare Providers, THEME|Semiconductors, THEME|Biotech"
2014-09-19,"THEME|Healthcare Providers, THEME|Semiconductors, THEME|Biotech"
2014-09-26,"THEME|Semiconductors, THEME|Healthcare Providers, THEME|Biotech"
2014-10-03,"THEME|Biotech, THEME|Semiconductors, THEME|Healthcare Providers"
2014-10-10,"THEME|Healthcare Providers, THEME|Biotech, THEME|Semiconductors"
2014-10-17,"THEME|Medical Devices, THEME|Biotech, THEME|Healthcare Providers"
2014-10-24,"THEME|Biotech, THEME|Medical Devices, THEME|Healthcare Providers"
2014-10-31,"THEME|Biotech, THEME|Medical Devices, THEME|Healthcare Providers"
2014-11-07,"THEME|Biotech, THEME|Medical Devices, THEME|Healthcare Providers"
2014-11-14,"THEME|Biotech, THEME|Medical Devices, THEME|Healthcare Providers"
2014-11-21,"THEME|Biotech, THEME|Medical Devices, THEME|Healthcare Providers"
2014-11-28,"THEME|Biotech, THEME|Medical Devices, THEME|Healthcare Providers"
2014-12-05,"THEME|Biotech, THEME|Medical Devices, THEME|Healthcare Providers"
2014-12-12,"THEME|Biotech, THEME|Healthcare Providers, THEME|Medical Devices"
2014-12-19,"THEME|Biotech, THEME|Healthcare Providers, THEME|Medical Devices"
2014-12-26,"THEME|Healthcare Providers, THEME|Medical Devices, THEME|Biotech"
2015-01-02,"THEME|Healthcare Providers, THEME|Biotech, THEME|Medical Devices"
2015-01-09,"THEME|Biotech, THEME|Healthcare Providers, THEME|Medical Devices"
2015-01-16,"THEME|Biotech, THEME|Medical Devices, THEME|Healthcare Providers"
2015-01-23,"THEME|Biotech, THEME|Healthcare Providers, THEME|Medical Devices"
2015-01-30,"THEME|Biotech, THEME|Medical Devices, THEME|Healthcare Providers"
2015-02-06,"THEME|Medical Devices, THEME|Biotech, THEME|Healthcare Providers"
2015-02-13,"THEME|Clean Energy, THEME|Healthcare Providers, THEME|Medical Devices"
2015-02-20,"THEME|Medical Devices, THEME|Healthcare Providers, THEME|Clean Energy"
2015-02-27,"THEME|Clean Energy, THEME|Healthcare Providers, THEME|Medical Devices"
2015-03-06,"THEME|Clean Energy, THEME|Healthcare Providers, THEME|Medical Devices"
2015-03-13,"THEME|Clean Energy, THEME|Healthcare Providers, THEME|Medical Devices"
2015-03-20,"THEME|Healthcare Providers, THEME|Clean Energy, THEME|Medical Devices"
2015-03-27,"THEME|Healthcare Providers, THEME|Clean Energy, THEME|Medical Devices"
2015-04-02,"THEME|Clean Energy, THEME|Healthcare Providers, THEME|Medical Devices"
2015-04-10,"THEME|Clean Energy, THEME|Healthcare Providers, THEME|Medical Devices"
2015-04-17,"THEME|Clean Energy, THEME|Healthcare Providers, THEME|Medical Devices"
2015-04-24,"THEME|Clean Energy, THEME|Medical Devices, THEME|Healthcare Providers"
2015-05-01,"THEME|Uranium & Nuclear, THEME|Clean Energy, THEME|Healthcare Providers"
2015-05-08,"THEME|Clean Energy, THEME|Uranium & Nuclear, THEME|Healthcare Providers"
2015-05-15,"THEME|Clean Energy, THEME|Uranium & Nuclear, THEME|Healthcare Providers"
2015-05-22,"THEME|Biotech, THEME|Healthcare Providers, THEME|Lithium & Battery"
2015-05-29,"THEME|Biotech, THEME|Healthcare Providers, THEME|Lithium & Battery"
2015-06-05,"THEME|Biotech, THEME|Healthcare Providers, THEME|Lithium & Battery"
2015-06-12,"THEME|Biotech, THEME|Healthcare Providers, THEME|Lithium & Battery"
2015-06-19,"THEME|Biotech, THEME|Healthcare Providers, THEME|Insurance"
2015-06-26,"THEME|Healthcare Providers, THEME|Biotech, THEME|Insurance"
2015-07-02,"THEME|Healthcare Providers, THEME|Biotech, THEME|Insurance"
2015-07-10,"THEME|Healthcare Providers, THEME|Biotech, THEME|Insurance"
2015-07-17,"THEME|Biotech, THEME|Insurance, THEME|Healthcare Providers"
2015-07-24,"THEME|Biotech, THEME|Insurance, THEME|Healthcare Providers"
2015-07-31,"THEME|Insurance, THEME|Biotech, THEME|Healthcare Providers"
2015-08-07,"THEME|Insurance, THEME|Healthcare Providers, THEME|Biotech"
2015-08-14,"THEME|Food & Beverage, THEME|Insurance, THEME|Healthcare Providers"
2015-08-21,"THEME|Insurance, THEME|Food & Beverage, THEME|Healthcare Providers"
2015-08-28,"THEME|Food & Beverage, THEME|Insurance, THEME|Healthcare Providers"
2015-09-04,"THEME|Food & Beverage, THEME|Insurance, THEME|Healthcare Providers"
2015-09-11,"THEME|Food & Beverage, THEME|Insurance, THEME|Healthcare Providers"
2015-09-18,"THEME|Healthcare Providers, THEME|Food & Beverage, THEME|Insurance"
2015-09-25,"THEME|Food & Beverage, THEME|Insurance, THEME|Healthcare Providers"
2015-10-02,"THEME|Food & Beverage, THEME|Insurance, THEME|Gold & Precious Metals Miners"
2015-10-09,"THEME|Gold & Precious Metals Miners, THEME|Food & Beverage, THEME|Insurance"
2015-10-16,"THEME|Gold & Precious Metals Miners, THEME|Food & Beverage, THEME|Insurance"
2015-10-23,"THEME|Gold & Precious Metals Miners, THEME|Insurance, THEME|Food & Beverage"
2015-10-30,"THEME|Semiconductors, THEME|Insurance, THEME|Food & Beverage"
2015-11-06,"THEME|Semiconductors, THEME|Insurance, THEME|Food & Beverage"
2015-11-13,"THEME|Medical Devices, THEME|Insurance, THEME|Semiconductors"
2015-11-20,"THEME|Insurance, THEME|Medical Devices, THEME|Semiconductors"
2015-11-27,"THEME|Insurance, THEME|Medical Devices, THEME|Semiconductors"
2015-12-04,"THEME|Semiconductors, THEME|Insurance, THEME|Medical Devices"
2015-12-11,"THEME|Semiconductors, THEME|Medical Devices, THEME|Insurance"
2015-12-18,"THEME|Medical Devices, THEME|Semiconductors, THEME|Insurance"
2015-12-24,"THEME|Clean Energy, THEME|Medical Devices, THEME|Semiconductors"
2015-12-31,"THEME|Biotech, THEME|Medical Devices, THEME|Clean Energy"
2016-01-08,"THEME|Gold & Precious Metals Miners, THEME|Medical Devices, THEME|Clean Energy"
2016-01-15,"THEME|Medical Devices, THEME|Food & Beverage, THEME|Gold & Precious Metals Miners"
2016-01-22,"THEME|Medical Devices, THEME|Food & Beverage, THEME|Gold & Precious Metals Miners"
2016-01-29,"THEME|Gold & Precious Metals Miners, THEME|Food & Beverage, THEME|Medical Devices"
2016-02-05,"THEME|Gold & Precious Metals Miners, THEME|Uranium & Nuclear, THEME|Food & Beverage"
2016-02-12,"THEME|Gold & Precious Metals Miners, THEME|Healthcare Providers, THEME|Food & Beverage"
2016-02-19,"THEME|Gold & Precious Metals Miners, THEME|Healthcare Providers, THEME|Food & Beverage"
2016-02-26,"THEME|Gold & Precious Metals Miners, THEME|Healthcare Providers, THEME|Food & Beverage"
2016-03-04,"THEME|Gold & Precious Metals Miners, THEME|Lithium & Battery, THEME|Healthcare Providers"
2016-03-11,"THEME|Gold & Precious Metals Miners, THEME|Lithium & Battery, THEME|Energy Producers"
2016-03-18,"THEME|Gold & Precious Metals Miners, THEME|Lithium & Battery, THEME|Energy Producers"
2016-03-24,"THEME|Lithium & Battery, THEME|Gold & Precious Metals Miners, THEME|Energy Producers"
2016-04-01,"THEME|Uranium & Nuclear, THEME|Gold & Precious Metals Miners, THEME|Lithium & Battery"
2016-04-08,"THEME|Gold & Precious Metals Miners, THEME|Uranium & Nuclear, THEME|Lithium & Battery"
2016-04-15,"THEME|Gold & Precious Metals Miners, THEME|Uranium & Nuclear, THEME|Lithium & Battery"
2016-04-22,"THEME|Gold & Precious Metals Miners, THEME|Lithium & Battery, THEME|Uranium & Nuclear"
2016-04-29,"THEME|Gold & Precious Metals Miners, THEME|Lithium & Battery, THEME|Energy Producers"
2016-05-06,"THEME|Gold & Precious Metals Miners, THEME|Lithium & Battery, THEME|Energy Producers"
2016-05-13,"THEME|Gold & Precious Metals Miners, THEME|Lithium & Battery, THEME|Energy Producers"
2016-05-20,"THEME|Gold & Precious Metals Miners, THEME|Lithium & Battery, THEME|Energy Producers"
2016-05-27,"THEME|Biotech, THEME|Lithium & Battery, THEME|Energy Producers"
2016-06-03,"THEME|Biotech, THEME|Lithium & Battery, THEME|Semiconductors"
2016-06-10,"THEME|Lithium & Battery, THEME|Biotech, THEME|Semiconductors"
2016-06-17,"THEME|Gold & Precious Metals Miners, THEME|Lithium & Battery, THEME|Semiconductors"
2016-06-24,"THEME|Gold & Precious Metals Miners, THEME|Lithium & Battery, THEME|Semiconductors"
2016-07-01,"THEME|Gold & Precious Metals Miners, THEME|Energy Producers, THEME|Lithium & Battery"
2016-07-08,"THEME|Gold & Precious Metals Miners, THEME|Energy Producers, THEME|Lithium & Battery"
2016-07-15,"THEME|Gold & Precious Metals Miners, THEME|Lithium & Battery, THEME|Energy Producers"
2016-07-22,"THEME|Semiconductors, THEME|Biotech, THEME|Gold & Precious Metals Miners"
2016-07-29,"THEME|Biotech, THEME|Semiconductors, THEME|Gold & Precious Metals Miners"
2016-08-05,"THEME|Biotech, THEME|Gold & Precious Metals Miners, THEME|Semiconductors"
2016-08-12,"THEME|Gold & Precious Metals Miners, THEME|Biotech, THEME|Semiconductors"
2016-08-19,"THEME|Semiconductors, THEME|Energy Producers, THEME|Gold & Precious Metals Miners"
2016-08-26,"THEME|Cybersecurity, THEME|Semiconductors, THEME|Energy Producers"
2016-09-02,"THEME|Cybersecurity, THEME|Semiconductors, THEME|Insurance"
2016-09-09,"THEME|Cybersecurity, THEME|Semiconductors, THEME|Insurance"
2016-09-16,"THEME|Semiconductors, THEME|Cybersecurity, THEME|Insurance"
2016-09-23,"THEME|Semiconductors, THEME|Insurance, THEME|Cybersecurity"
2016-09-30,"THEME|Biotech, THEME|Semiconductors, THEME|Cybersecurity"
2016-10-07,"THEME|Cybersecurity, THEME|Semiconductors, THEME|Biotech"
2016-10-14,"THEME|Energy Producers, THEME|Semiconductors, THEME|Cybersecurity"
2016-10-21,"THEME|Energy Producers, THEME|Semiconductors, THEME|Insurance"
2016-10-28,"THEME|Semiconductors, THEME|Insurance, THEME|Energy Producers"
2016-11-04,"THEME|Semiconductors, THEME|Insurance, THEME|Energy Producers"
2016-11-11,"THEME|Insurance, THEME|Semiconductors, THEME|Energy Producers"
2016-11-18,"THEME|Semiconductors, THEME|Insurance, THEME|Energy Producers"
2016-11-25,"THEME|Semiconductors, THEME|Insurance, THEME|Energy Producers"
2016-12-02,"THEME|Energy Producers, THEME|Insurance, THEME|Semiconductors"
2016-12-09,"THEME|Energy Producers, THEME|Insurance, THEME|Semiconductors"
2016-12-16,"THEME|Energy Producers, THEME|Semiconductors, THEME|Insurance"
2016-12-23,"THEME|Semiconductors, THEME|Energy Producers, THEME|Insurance"
2016-12-30,"THEME|Semiconductors, THEME|Energy Producers, THEME|Insurance"
2017-01-06,"THEME|Semiconductors, THEME|Energy Producers, THEME|Insurance"
2017-01-13,"THEME|Uranium & Nuclear, THEME|Biotech, THEME|Semiconductors"
2017-01-20,"THEME|Uranium & Nuclear, THEME|Semiconductors, THEME|Biotech"
2017-01-27,"THEME|Uranium & Nuclear, THEME|Artificial Intelligence & Robotics, THEME|Semiconductors"
2017-02-03,"THEME|Uranium & Nuclear, THEME|Artificial Intelligence & Robotics, THEME|Semiconductors"
2017-02-10,"THEME|Uranium & Nuclear, THEME|Artificial Intelligence & Robotics, THEME|Semiconductors"
2017-02-17,"THEME|Uranium & Nuclear, THEME|Artificial Intelligence & Robotics, THEME|Semiconductors"
2017-02-24,"THEME|Uranium & Nuclear, THEME|Artificial Intelligence & Robotics, THEME|Semiconductors"
2017-03-03,"THEME|Biotech, THEME|Semiconductors, THEME|Artificial Intelligence & Robotics"
2017-03-10,"THEME|Biotech, THEME|Semiconductors, THEME|Artificial Intelligence & Robotics"
2017-03-17,"THEME|Semiconductors, THEME|Artificial Intelligence & Robotics, THEME|Biotech"
2017-03-24,"THEME|Artificial Intelligence & Robotics, THEME|Semiconductors, THEME|Biotech"
2017-03-31,"THEME|Artificial Intelligence & Robotics, THEME|Lithium & Battery, THEME|Semiconductors"
2017-04-07,"THEME|Lithium & Battery, THEME|Artificial Intelligence & Robotics, THEME|Semiconductors"
2017-04-13,"THEME|Lithium & Battery, THEME|Gold & Precious Metals Miners, THEME|Artificial Intelligence & Robotics"
2017-04-21,"THEME|Lithium & Battery, THEME|Gold & Precious Metals Miners, THEME|Artificial Intelligence & Robotics"
2017-04-28,"THEME|Artificial Intelligence & Robotics, THEME|Defense, THEME|Lithium & Battery"
2017-05-05,"THEME|Artificial Intelligence & Robotics, THEME|Defense, THEME|Lithium & Battery"
2017-05-12,"THEME|Artificial Intelligence & Robotics, THEME|Lithium & Battery, THEME|Defense"
2017-05-19,"THEME|Semiconductors, THEME|Lithium & Battery, THEME|Artificial Intelligence & Robotics"
2017-05-26,"THEME|Semiconductors, THEME|Lithium & Battery, THEME|Artificial Intelligence & Robotics"
2017-06-02,"THEME|Artificial Intelligence & Robotics, THEME|Semiconductors, THEME|Lithium & Battery"
2017-06-09,"THEME|Artificial Intelligence & Robotics, THEME|Semiconductors, THEME|Lithium & Battery"
2017-06-16,"THEME|Artificial Intelligence & Robotics, THEME|Semiconductors, THEME|Lithium & Battery"
2017-06-23,"THEME|Biotech, THEME|Artificial Intelligence & Robotics, THEME|Semiconductors"
2017-06-30,"THEME|Biotech, THEME|Healthcare Providers, THEME|Artificial Intelligence & Robotics"
2017-07-07,"THEME|Biotech, THEME|Healthcare Providers, THEME|Uranium & Nuclear"
2017-07-14,"THEME|Biotech, THEME|Defense, THEME|Healthcare Providers"
2017-07-21,"THEME|Uranium & Nuclear, THEME|Biotech, THEME|Defense"
2017-07-28,"THEME|Biotech, THEME|Uranium & Nuclear, THEME|Defense"
2017-08-04,"THEME|Lithium & Battery, THEME|Defense, THEME|Biotech"
2017-08-11,"THEME|Lithium & Battery, THEME|Defense, THEME|Artificial Intelligence & Robotics"
2017-08-18,"THEME|Lithium & Battery, THEME|Artificial Intelligence & Robotics, THEME|Defense"
2017-08-25,"THEME|Lithium & Battery, THEME|Artificial Intelligence & Robotics, THEME|Defense"
2017-09-01,"THEME|Lithium & Battery, THEME|Artificial Intelligence & Robotics, THEME|Defense"
2017-09-08,"THEME|Gold & Precious Metals Miners, THEME|Lithium & Battery, THEME|Artificial Intelligence & Robotics"
2017-09-15,"THEME|Lithium & Battery, THEME|Artificial Intelligence & Robotics, THEME|Gold & Precious Metals Miners"
2017-09-22,"THEME|Lithium & Battery, THEME|Energy Producers, THEME|Artificial Intelligence & Robotics"
2017-09-29,"THEME|Energy Producers, THEME|Lithium & Battery, THEME|Artificial Intelligence & Robotics"
2017-10-06,"THEME|Lithium & Battery, THEME|Artificial Intelligence & Robotics, THEME|Energy Producers"
2017-10-13,"THEME|Lithium & Battery, THEME|Artificial Intelligence & Robotics, THEME|Energy Producers"
2017-10-20,"THEME|Artificial Intelligence & Robotics, THEME|Lithium & Battery, THEME|Energy Producers"
2017-10-27,"THEME|Artificial Intelligence & Robotics, THEME|Semiconductors, THEME|Lithium & Battery"
2017-11-03,"THEME|Semiconductors, THEME|Artificial Intelligence & Robotics, THEME|Lithium & Battery"
2017-11-10,"THEME|Semiconductors, THEME|Artificial Intelligence & Robotics, THEME|Lithium & Battery"
2017-11-17,"THEME|Artificial Intelligence & Robotics, THEME|Semiconductors, THEME|Lithium & Battery"
2017-11-24,"THEME|Artificial Intelligence & Robotics, THEME|Semiconductors, THEME|Lithium & Battery"
2017-12-01,"THEME|Uranium & Nuclear, THEME|Artificial Intelligence & Robotics, THEME|Lithium & Battery"
2017-12-08,"THEME|Uranium & Nuclear, THEME|Healthcare Providers, THEME|Food & Beverage"
2017-12-15,"THEME|Uranium & Nuclear, THEME|Healthcare Providers, THEME|Food & Beverage"
2017-12-22,"THEME|Uranium & Nuclear, THEME|Lithium & Battery, THEME|Healthcare Providers"
2017-12-29,"THEME|Energy Producers, THEME|Lithium & Battery, THEME|Healthcare Providers"
2018-01-05,"THEME|Energy Producers, THEME|Gold & Precious Metals Miners, THEME|Lithium & Battery"
2018-01-12,"THEME|Energy Producers, THEME|Lithium & Battery, THEME|Gold & Precious Metals Miners"
2018-01-19,"THEME|Artificial Intelligence & Robotics, THEME|Energy Producers, THEME|Gold & Precious Metals Miners"
2018-01-26,"THEME|Artificial Intelligence & Robotics, THEME|Biotech, THEME|Gold & Precious Metals Miners"
2018-02-02,"THEME|Biotech, THEME|Defense, THEME|Artificial Intelligence & Robotics"
2018-02-09,"THEME|Defense, THEME|Biotech, THEME|Cybersecurity"
2018-02-16,"THEME|Cybersecurity, THEME|Biotech, THEME|Defense"
2018-02-23,"THEME|Cybersecurity, THEME|Defense, THEME|Biotech"
2018-03-02,"THEME|Cybersecurity, THEME|Defense, THEME|Biotech"
2018-03-09,"THEME|Cybersecurity, THEME|Biotech, THEME|Defense"
2018-03-16,"THEME|Semiconductors, THEME|Cybersecurity, THEME|Biotech"
2018-03-23,"THEME|Clean Energy, THEME|Cybersecurity, THEME|Semiconductors"
2018-03-29,"THEME|Gold & Precious Metals Miners, THEME|Clean Energy, THEME|Cybersecurity"
2018-04-06,"THEME|Clean Energy, THEME|Cybersecurity, THEME|Gold & Precious Metals Miners"
2018-04-13,"THEME|Cybersecurity, THEME|Clean Energy, THEME|Gold & Precious Metals Miners"
2018-04-20,"THEME|Cybersecurity, THEME|Gold & Precious Metals Miners, THEME|Clean Energy"
2018-04-27,"THEME|Cybersecurity, THEME|Gold & Precious Metals Miners, THEME|Clean Energy"
2018-05-04,"THEME|Gold & Precious Metals Miners, THEME|Cybersecurity, THEME|Clean Energy"
2018-05-11,"THEME|Energy Producers, THEME|Cybersecurity, THEME|Gold & Precious Metals Miners"
2018-05-18,"THEME|Energy Producers, THEME|Biotech, THEME|Cybersecurity"
2018-05-25,"THEME|Biotech, THEME|Energy Producers, THEME|Cybersecurity"
2018-06-01,"THEME|Biotech, THEME|Cybersecurity, THEME|Energy Producers"
2018-06-08,"THEME|Biotech, THEME|Uranium & Nuclear, THEME|Cybersecurity"
2018-06-15,"THEME|Cybersecurity, THEME|Biotech, THEME|Uranium & Nuclear"
2018-06-22,"THEME|Biotech, THEME|Healthcare Providers, THEME|Cybersecurity"
2018-06-29,"THEME|Healthcare Providers, THEME|Biotech, THEME|Cybersecurity"
2018-07-06,"THEME|Biotech, THEME|Healthcare Providers, THEME|Cybersecurity"
2018-07-13,"THEME|Biotech, THEME|Cybersecurity, THEME|Healthcare Providers"
2018-07-20,"THEME|Cybersecurity, THEME|Biotech, THEME|Healthcare Providers"
2018-07-27,"THEME|Blockchain & Crypto, THEME|Healthcare Providers, THEME|Cybersecurity"
2018-08-03,"THEME|Healthcare Providers, THEME|Medical Devices, THEME|Blockchain & Crypto"
2018-08-10,"THEME|Healthcare Providers, THEME|Medical Devices, THEME|Blockchain & Crypto"
2018-08-17,"THEME|Healthcare Providers, THEME|Medical Devices, THEME|Cybersecurity"
2018-08-24,"THEME|Healthcare Providers, THEME|Cybersecurity, THEME|Medical Devices"
2018-08-31,"THEME|Cybersecurity, THEME|Medical Devices, THEME|Healthcare Providers"
2018-09-07,"THEME|Cybersecurity, THEME|Medical Devices, THEME|Healthcare Providers"
2018-09-14,"THEME|Medical Devices, THEME|Cybersecurity, THEME|Healthcare Providers"
2018-09-21,"THEME|Lithium & Battery, THEME|Medical Devices, THEME|Healthcare Providers"
2018-09-28,"THEME|Medical Devices, THEME|Healthcare Providers, THEME|Lithium & Battery"
2018-10-05,"THEME|Uranium & Nuclear, THEME|Healthcare Providers, THEME|Medical Devices"
2018-10-12,"THEME|Healthcare Providers, THEME|Uranium & Nuclear, THEME|Medical Devices"
2018-10-19,"THEME|Healthcare Providers, THEME|Medical Devices, THEME|Uranium & Nuclear"
2018-10-26,"THEME|Healthcare Providers, THEME|Gold & Precious Metals Miners, THEME|Medical Devices"
2018-11-02,"THEME|Healthcare Providers, THEME|Gold & Precious Metals Miners, THEME|Medical Devices"
2018-11-09,"THEME|Healthcare Providers, THEME|Lithium & Battery, THEME|Medical Devices"
2018-11-16,"THEME|Healthcare Providers, THEME|Lithium & Battery, THEME|Medical Devices"
2018-11-23,"THEME|Healthcare Providers, THEME|Medical Devices, THEME|Lithium & Battery"
2018-11-30,"THEME|Healthcare Providers, THEME|Clean Energy, THEME|Medical Devices"
2018-12-07,"THEME|Healthcare Providers, THEME|Clean Energy, THEME|Medical Devices"
2018-12-14,"THEME|Clean Energy, THEME|Healthcare Providers, THEME|Medical Devices"
2018-12-21,"THEME|Gold & Precious Metals Miners, THEME|Clean Energy, THEME|Medical Devices"
2018-12-28,"THEME|Gold & Precious Metals Miners, THEME|Clean Energy, THEME|Medical Devices"
2019-01-04,"THEME|Gold & Precious Metals Miners, THEME|Clean Energy, THEME|Medical Devices"
2019-01-11,"THEME|Clean Energy, THEME|Gold & Precious Metals Miners, THEME|Medical Devices"
2019-01-18,"THEME|Biotech, THEME|Clean Energy, THEME|Medical Devices"
2019-01-25,"THEME|Clean Energy, THEME|Semiconductors, THEME|Medical Devices"
2019-02-01,"THEME|Clean Energy, THEME|Semiconductors, THEME|Medical Devices"
2019-02-08,"THEME|Semiconductors, THEME|Clean Energy, THEME|Medical Devices"
2019-02-15,"THEME|Semiconductors, THEME|Medical Devices, THEME|Clean Energy"
2019-02-22,"THEME|Quantum Computing, THEME|Semiconductors, THEME|Clean Energy"
2019-03-01,"THEME|Quantum Computing, THEME|Clean Energy, THEME|Semiconductors"
2019-03-08,"THEME|Quantum Computing, THEME|Clean Energy, THEME|Semiconductors"
2019-03-15,"THEME|Clean Energy, THEME|Semiconductors, THEME|Quantum Computing"
2019-03-22,"THEME|Semiconductors, THEME|Gold & Precious Metals Miners, THEME|Clean Energy"
2019-03-29,"THEME|Gold & Precious Metals Miners, THEME|Semiconductors, THEME|Food & Beverage"
2019-04-05,"THEME|Semiconductors, THEME|Artificial Intelligence & Robotics, THEME|Gold & Precious Metals Miners"
2019-04-12,"THEME|Semiconductors, THEME|Artificial Intelligence & Robotics, THEME|Quantum Computing"
2019-04-18,"THEME|Semiconductors, THEME|Artificial Intelligence & Robotics, THEME|Quantum Computing"
2019-04-26,"THEME|Semiconductors, THEME|Quantum Computing, THEME|Artificial Intelligence & Robotics"
2019-05-03,"THEME|Semiconductors, THEME|Quantum Computing, THEME|Artificial Intelligence & Robotics"
2019-05-10,"THEME|Insurance, THEME|Clean Energy, THEME|Food & Beverage"
2019-05-17,"THEME|Insurance, THEME|Food & Beverage, THEME|Clean Energy"
2019-05-24,"THEME|Insurance, THEME|Clean Energy, THEME|Food & Beverage"
2019-05-31,"THEME|Clean Energy, THEME|Insurance, THEME|Gold & Precious Metals Miners"
2019-06-07,"THEME|Gold & Precious Metals Miners, THEME|Insurance, THEME|Clean Energy"
2019-06-14,"THEME|Gold & Precious Metals Miners, THEME|Insurance, THEME|Clean Energy"
2019-06-21,"THEME|Gold & Precious Metals Miners, THEME|Clean Energy, THEME|Insurance"
2019-06-28,"THEME|Gold & Precious Metals Miners, THEME|Blockchain & Crypto, THEME|Clean Energy"
2019-07-05,"THEME|Gold & Precious Metals Miners, THEME|Blockchain & Crypto, THEME|Clean Energy"
2019-07-12,"THEME|Gold & Precious Metals Miners, THEME|Blockchain & Crypto, THEME|Clean Energy"
2019-07-19,"THEME|Gold & Precious Metals Miners, THEME|Blockchain & Crypto, THEME|Clean Energy"
2019-07-26,"THEME|Gold & Precious Metals Miners, THEME|Semiconductors, THEME|Blockchain & Crypto"
2019-08-02,"THEME|Gold & Precious Metals Miners, THEME|Semiconductors, THEME|Blockchain & Crypto"
2019-08-09,"THEME|Gold & Precious Metals Miners, THEME|Clean Energy, THEME|Food & Beverage"
2019-08-16,"THEME|Gold & Precious Metals Miners, THEME|Clean Energy, THEME|Food & Beverage"
2019-08-23,"THEME|Gold & Precious Metals Miners, THEME|Clean Energy, THEME|Food & Beverage"
2019-08-30,"THEME|Gold & Precious Metals Miners, THEME|Clean Energy, THEME|Food & Beverage"
2019-09-06,"THEME|Gold & Precious Metals Miners, THEME|Clean Energy, THEME|Food & Beverage"
2019-09-13,"THEME|Semiconductors, THEME|Quantum Computing, THEME|Clean Energy"
2019-09-20,"THEME|Quantum Computing, THEME|Clean Energy, THEME|Semiconductors"
2019-09-27,"THEME|Defense, THEME|Quantum Computing, THEME|Semiconductors"
2019-10-04,"THEME|Semiconductors, THEME|Quantum Computing, THEME|Defense"
2019-10-11,"THEME|Semiconductors, THEME|Quantum Computing, THEME|Defense"
2019-10-18,"THEME|Healthcare Providers, THEME|Semiconductors, THEME|Quantum Computing"
2019-10-25,"THEME|Semiconductors, THEME|Healthcare Providers, THEME|Quantum Computing"
2019-11-01,"THEME|Quantum Computing, THEME|Semiconductors, THEME|Healthcare Providers"
2019-11-08,"THEME|Semiconductors, THEME|Quantum Computing, THEME|Healthcare Providers"
2019-11-15,"THEME|Healthcare Providers, THEME|Semiconductors, THEME|Quantum Computing"
2019-11-22,"THEME|Healthcare Providers, THEME|Semiconductors, THEME|Quantum Computing"
2019-11-29,"THEME|Healthcare Providers, THEME|Semiconductors, THEME|Quantum Computing"
2019-12-06,"THEME|Healthcare Providers, THEME|Quantum Computing, THEME|Semiconductors"
2019-12-13,"THEME|Semiconductors, THEME|Quantum Computing, THEME|Healthcare Providers"
2019-12-20,"THEME|Semiconductors, THEME|Quantum Computing, THEME|Healthcare Providers"
2019-12-27,"THEME|Healthcare Providers, THEME|Semiconductors, THEME|Quantum Computing"
2020-01-03,"THEME|Semiconductors, THEME|Healthcare Providers, THEME|Quantum Computing"
2020-01-10,"THEME|Quantum Computing, THEME|Healthcare Providers, THEME|Semiconductors"
2020-01-17,"THEME|Quantum Computing, THEME|Healthcare Providers, THEME|Semiconductors"
2020-01-24,"THEME|Semiconductors, THEME|Healthcare Providers, THEME|Quantum Computing"
2020-01-31,"THEME|Clean Energy, THEME|Lithium & Battery, THEME|Semiconductors"
2020-02-07,"THEME|Lithium & Battery, THEME|Clean Energy, THEME|Semiconductors"
2020-02-14,"THEME|Lithium & Battery, THEME|Clean Energy, THEME|Semiconductors"
2020-02-21,"THEME|Clean Energy, THEME|Lithium & Battery, THEME|Semiconductors"
2020-02-28,"THEME|Clean Energy, THEME|Lithium & Battery, THEME|Semiconductors"
2020-03-06,"THEME|Clean Energy, THEME|Lithium & Battery, THEME|Semiconductors"
2020-03-13,"THEME|Healthcare Providers, THEME|Semiconductors, THEME|Lithium & Battery"
2020-03-20,"THEME|Food & Beverage, THEME|Healthcare Providers, THEME|Semiconductors"
2020-03-27,"THEME|Gold & Precious Metals Miners, THEME|Semiconductors, THEME|Food & Beverage"
2020-04-03,"THEME|Uranium & Nuclear, THEME|Gold & Precious Metals Miners, THEME|Semiconductors"
2020-04-09,"THEME|Gold & Precious Metals Miners, THEME|Uranium & Nuclear, THEME|Semiconductors"
2020-04-17,"THEME|Gold & Precious Metals Miners, THEME|Uranium & Nuclear, THEME|Semiconductors"
2020-04-24,"THEME|Gold & Precious Metals Miners, THEME|Uranium & Nuclear, THEME|Semiconductors"
2020-05-01,"THEME|Gold & Precious Metals Miners, THEME|Biotech, THEME|Uranium & Nuclear"
2020-05-08,"THEME|Gold & Precious Metals Miners, THEME|Biotech, THEME|Uranium & Nuclear"
